,title,text
1370,あの丘で,赤いほっぺのすてきなきみと星の演劇見に行きたかった今夜は月がまんまるだから不思議なことがおこるよって誘いたかったもて余したあこがれと暗い夜道を歩いて帰ったきっと今日もとぼとぼと家までは遠い道のりだろうたくさんの星が降ってくるあの丘できみと踊れたらそんなことをまた考えて思わず足をとめてしまう嫌というほどおもい知ったよ胸がつめたくてひとりぼっちだ今夜は月がはんぶんだから悲しいことしかうかばなくて誘えなかった 捨てられないあこがれと固いベッドにもぐって眠ったきっと今日もうじうじと夢までは遠い道のりだろうおおきな月が降りてくるあの丘できみと歌えたらそんなことをまた考えて思わず瞼をあけてしまう
1371,明滅する街路灯,明滅する街路灯身も心も預けてしまえよって混濁した眼で見るならこの街はきっと美しい吹きさらしの無情には月も味方しない裏通りにたむろする猫のつがいその見すぼらしさが妙に落ち着きを与えてくれる通りすがりのお嬢さん貴女は何処へ向かうのか交差点赤信号不確かな笑みをそっと浮かべてみた薄笑い交差点青信号薄氷を渡るような心地で横断するきっと若さだけではどうにもこうにも出来ないことがあると知ったそんな五月の夜明滅する街路灯刻一刻と磨り減る命をひとつ確かに感じた
1372,帰路の陽だまり暗がり月明かり,帰り道炎天下に照らされできた陽だまりは遍く旅路の終着点みたいな顔して揺らめき立っていたこんな世界からからに干涸らびて砂になってしまえば良いのに行くあてなくさまよえる僕等は心預けられる暗闇を待っていたフラフラになって踊り疲れたらきっと帰っておいでよ街のネオンは遠く霞んでひとつの銀河みたいだった憂鬱と気怠さは夜の冷気が運んで来るんだよ朝陽がまた明日も昇ってさこんな夜も過去になっていくアーケード響き渡る声子供達は今日も楽しそうに花に群がる蝶みたくはしゃいでどうか僕等を救ってくれないか響かせたい想いは人混みに呑まれて赤や黄色色とりどりの傘が店先に並んで綺麗だった星が降る夜誹られる雨信号の青が妙に痛くて終わらないアーケードただ願っていたぼんくらな夜に咲いた月は見上げれば眩しくて目が眩んだ公園の砂場はきらきらと輝いてその一粒ごと宿る光に必ず終わりがあることを今日の僕等は深く悟っていた月を翳らすいっぺんの雲はきっと深い哀を湛えた造形をしているはずだと感傷に咽ぶ僕等に変わってどこか遠くで鳥が鳴いた
1373,都落ち,地方都市で育っても首都圏で働き、地方に戻ると都落ちの様に感じることもある。都会にないものもあるのに地方のよい部分も見えてくるのに…時折、東京が恋しい。辛いこともたくさんあったのに通勤電車さえ、息苦しさがあったのにあの頃が懐かしい。たぶん、地方で生きていくのだろうけど…たぶん、都会もずっとこれからもすきだ。…都落ちだと思ってない時も…都落ちだったのかと、落ち込む日も前を向いていかなきゃ…「地元」に呑み込まれて…押しつぶされそう。地元も、東京と同じくらいすきだというのに。
1374,螺旋,ひとつひとつとこの階段をあがる息を切らし口笛を吹き涙をこらえ誰かと手を取りながら誰かの手を引きながら空を見上げるといつも同じ景色で絶望と悲しみに打ちひしがれる頬をつたう汗に風があたり癒されるいつも同じ空を見上げ僅かばかりに変わる景色に歓喜する私の人生はそんなに劇的ではない小さな変化に小さな喜びを見つけ小さな変化に大きく心乱れるいつまでもひとつひとつとこの階段をあがるその先の何かを求めて何も変わらないこの空を見上げながら
1375,リアル,夜道を歩いてた酒が回っていた冬の夜、風が冷たく気持ちよかった道端に死体が一つ大して珍しくもない光景無感に通り過ぎたこのご時世未だ道端に死体が転がっている先進国の明るい毎日酔が冷めたのは冬のせい
1376,夢見,夢かもしれない　夢かもしれない あなたとこうして一緒に歩いているなんて 幻なのかな　幻なのかもしれない あなというぬくもりを感じているなんて 微笑んでくれるあなたがいる 微笑み返すわたしがいる 他愛のない会話　ちょっとした仕草 こうした日々を二人で過ごしていく あまりに幸せすぎて　怖くなる 本当は全てが夢なんじゃないかって あなたの優しさに包まれ　自然と頬を伝う熱い感情 あたしを受け止めてくれる　怖いくらいの優しさで 儚く散っていきそうで　手から零れ落ちてしまいそうで 静かな夜は胸が痛くて　夜空を見上げては涙する 夜風がわたしを撫でてくれる　涙を拭ってくれているかのように 目が覚めたら消えてしまいそうで　寝顔を見ては辛くなる どうか　目覚めても夢じゃありませんように 「おはよう」がいえますように 
1377,桜桃,昔誰かが描いたプリンの上にあったアメリカンチェリー半年ほど前に食べたさくらんぼの皮を思い出しながら作品の一言を反芻する──おっと種を見失っちまった、
1378,大切な灯を,灯をともそう流れ行く時の中で確かな愛をしっかりと受け止めよう灯をともそうもう迷わなくていいから握り出した手はもう離さないから白い息が仄かに香る夜机の上には恋しい晩食の一片君は誰よりも忙しく生きているねその腕の傷をひたむきに隠しながらでも　もう苦しまなくていいよ今宵　君と同じ世界に浸ろう目を閉じればすぐに分かるだろう僕らの揺るぎなき絆がまた輝き始めるね今は何一つ怖くない時には一人になりたくなるよ空に全てを吐き出したくなるよそれでも君がいる　ちゃんといるから灯をともそうもう迷わなくていいから歩き出した僕らに終わりはないから
1379,ピーチゼリー,つまらなくて、何かに気付きたくてふと手に取ったピーチゼリーピーチゼリーから覗いた世界はピーチゼリーの色をしていた
1380,不思議な風,ああ なんて心地よい風なんだろうこの風にのってどこまでも どこまでも飛んでゆきたい何もかもから解き放たれて心地よい風に身を委ねもう このまま逝ってしまいたいこの風は…あたしを向かえにきたのかもしれないこの世から連れ去ってくれる風なのかもしれない…あたしは それを ずっと待っていたずっと 願っていたさようなら…あたしはこの風に身を委ね永遠の眠りにつきます
1381,花と雑草,私は雑草あなたは花私は何処にでも生息する汚らしい雑草あなたはお店に売っているとても綺麗な花私は誰にも見てもらえないあなたはいろんな人に見てもらえるどうしてこんなにも違うのだろう？私はいつもあなたが羨ましくて仕方ない私もいつかあなたの様になれますか？なれないのは分かってるけど夢を見ていたいんですこんな誰にも見てもらえずに踏まれていく毎日を過ごす私だからあなたの様な花になりたい夢を見たいんです私は雑草あなたは花今日も私はあなたの様な花になりたいと願いながら１日を過ごしていきますいつか誰かに見てもらいたいな
1382,さよならと言わないあなた,はじめの関係に戻ろうかそれが貴方の最後の言葉だったねはじめの関係って何？友達？知り合い？他人？君のことがすきじゃなくなったわけじゃないんだ貴方の最後の優しくて残酷なウソが私をまだ縛り付けるさよならって言われた方が区切りがついたのにだってそれが答えでしょ？いま貴方の隣に私がいないことの
1383,齷齪（あくせく）,毎日、バタバタ働いてる。働いて働いて空いた時間はまた、別に仕事をもっている。ゆっくりする時間なんて少ない。何故こんなに働くかって、他人から言われるけど…そりゃ、金の為が一番の理由かもしれないけど…満たされないからこうしてんだ。…生育環境、学歴コンプレックスいろんなことが満たされない。損な性格だ。
1384,山でみた夢きいた歌,山のまんなかの湿原は春の穏やかな風を受けその場いったいがしあわせなまどろみの中にあるようだ疲れた鳥がそのなかのひとつの池で羽休めこっくりこっくりうとうととせつなの甘い夢を見る水面に優しくただよった波紋はまるで子守唄春の穏やかな山の夢とてもしあわせなひとときだ僕も大切な人たちの心安らげる夢になりたい山のてっぺんの大木は春の爽やかな風を受けその場いったいが賑やかなけんそうの中にあるようだ浮かれた虫がそのなかのひとつの枝に飛びついてどんちゃんどんちゃんやぁやぁとせつなの祭りの歌うたう草木が優しくこすれ合う響きはまるで笛の音春の爽やかな山の歌とてもにぎやかなひとときだ僕も大切な人たちの胸おどらせる歌になりたい
1385,72柱へ私の全てを,次々現れたる妖艶なる出で立ち隣で煙草を燻らせてなど居られようかさて　お前達が欲しくて堪らない私は特別なお前達へ何を捧げよう賢いお前には私の脳を変わり者のお前には私の膵臓をお前達双子には腎臓を寂しがりやのお前には私の心臓をお前には…これは笑える折角オマエに辿り着いたのに身体が残らないじゃないか¨じゃあ　最後の一つをオマエに¨何れも大切なモノだったけれど　最後のその一つを私は格別の思い入れと共にオマエへと贈るそれは指先に触れられる事無く無味無臭だけれど温かく　誰もが欲して止まぬモノオマエ自身のは誰に贈る？私は捧げたモノと引き換えに数えきれない悦楽と欠け換えの無い時間を手にした富を得ようとしたならそれも叶っただろうだが　必要だったのはそうじゃなかっただから　満たされていたよ私の最後の欠片を持っていけ寂しそうな顔をするなきっとオマエは生き続けてゆける私の想いを振り向かなかった　その背中に受けてさよならだ　私の愛しい悪魔よ。　　
1386,日陰者,僕だって日の下で暮らしたいんだでも太陽がいじわるをする少し気まぐれで外にいただけなのに引きこもりの肌をジリジリを焦がす真っ赤になった腕を見てやっぱり太陽は僕には眩しすぎるんだと肩を落とした
1387,愛,彼はとても繊細で利行だからあなたに会ったあの日は　少し欠けてたのそれだけで分かるそれも多分私が欠かしてしまったのもう見れない　それが分かって　傷ついてここにいる理由になった心なんかわからないこの問題はむずかしい縁覚の確かに痛いもの
1388,心音,心が惹かれていくのが感じられる きっかけなんて急に目の前に落ちてくるもの 理解しようとするなんて無理なのかもしれない 頭で制御をかけようとする でも 心は止まってくれない 勢いを止めることができれば 止める必要があるのだろうか？ 止めたい？　止めたくない？ この切ない想いにどうか気付かないで この儚い恋心に気付かないで 関係が崩れるのが怖い？　変化を求めることが怖い？ 気付いてほしくない… でも… 気付いてくれたら… なんて自分勝手でわがままなんだろう 
1389,寝苦しい夜の、,本を開くたび頭痛がした蛍光灯が部屋中に響く明かりのそばで夜をうたう胸がいたくなればいいのにもうホットミルクは熱すぎるでしょう、
1390,相談,『相談しろよ』『話聞くよ？』『相談乗るよ？』相談しても答えくれないじゃん相談する側からすると、自分じゃ分からない。どうしようもない。から相談してるんだよ。同調するだけしか出来ないのなら、相談乗るとか言わないで。同調なんか求めてないんだよ。
1391,揚羽蝶,夕凪の空に舞い上がる一匹の揚羽蝶何かに突き動かされるように黄昏の海に忙しなく黒い羽を羽ばたかせる黒い小さな点はやがてスモッグに烟る宙に吸い込まれるように遠くなるうす紫のグラデーションの雲は淡い海との境を曖昧にし一瞬の異空間を生むあの蝶の行く末に思いを重ね低いアイドリング音とオーディオから流れるアリシアの声が追い打ちをかける誰にも知られず、邪魔されず声を上げて泣きじゃくり揚羽蝶夕陽が帰るあの場所に私も連れて行って欲しい
1392,さみしいしんぼう,春なのにさみしい歌が聞こえるよ耳にハラリと花びら落ちたら貫いています恋する喜びとまるで真逆のさみしいしんぼう嫌いって言える勇者が羨ましい踏みつけられると汚れる花びら愛してる人の瞳（め）を見てちゃんと見て裏切り者で悲しい人だよわたしには軽い言葉が似合うから軽い気持ちで愛をつげるわ約束を悲しみとして待ってたらうそだと知っても楽しくなれない拭えない過去の自分の夢の傷どくどくどくと、この血を流すな！報われた生きているのが一番いい生きて一瞬、出会えた神さま。
1393,おもいで,見晴らしのいい丘のまえ風の心地いい草っぱら僕は疲れた足休め足元に生えるたんぽぽに失礼するよと声をかけ優しく一本引き抜いてわたげにふうっと息かけたふとなつかしい気になって隣に目をやり驚いた小さな僕がそこにいて足元に生えるたんぽぽに 笑顔で無言の挨拶し無邪気に一本引き抜いてわたげにふうっと息かけた大人になった今の僕小さい子供の頃の僕黄昏まえの淡い空ふるさとの方へ飛んでいく想いを乗せたわたげたち二人で静かに見送った同じまなざしで見送った見晴らしのいい丘のまえ風の心地いい草っぱら
1394,「私」,何気ない会話に思いをはせるのはなにゆえだろうか楽しさの後の静けさはなぜこんなにも空しいのだろうか人生なんて客観的に見れば滑稽だ映画の一コマのように私は人生の一ページを切り取るそんな断片的な日々それは私を語るには足りなさすぎる結局は私の境遇は私しか知りえないそれでも寄り添い支えあってくれる人それを友と呼ぶ
1395,港町の君へ,海を見るたび君を想う はるか遠くに霞む向こう岸の港町で暮らし始めた君あのひたむきな瞳でときには青い水面の果てをこの君の故郷を望んでほしい僕たちは海をとおしてのみ繋がることができるのだから港町の口達者な男たちや青い瞳の異国人を思うと僕は浮き足立ってしまいこの昼下がりも何度も君と歩いた灯台のふもとを行きつ戻りつする優しい潮風に君の面影を探るようにして僕はようやく落ち着いてさざ波の寄せる浜辺に座る君はいま港から海を眺めていますかもし叶うならば船の上をゆくユリカモメに僕宛の手紙を託してほしい一言だけでいい変わることのない言葉の添えられた手紙を
1396,時計,えー、本人のアンパン志望。依って星の子スタイルで せやけど見世(みせ)と商いは違いまっさー。わたしバナナの向こうのトイレットぺーバーに字を書くのがトレンドで、あなたは…腹黒いデザイナー。これは、川辺は揺れてチカチカするから危ないのが恒常的なの。そんなところに住んでるおとこがどれだけ逞しいか一回心で計ってみな。かなしいの？かなしかったら寂しい。一回会いに行ってみ。そう思うの。そう思うだけで波が輝いた。とそれだけなの。もう強く強くなってしまった、純粋がなくて…純粋を見つけたが、滅法(めっぽう)時間がかかる。それにしても何てしんぷるな言葉。勝ち砕けれた、振り向きぎわの乙女。と。奥通はあなただけの感情を抱えて、私が私であることを肯定する。せやけど何に守られたんだろうか。答えなんかいらない、だから夢を見るんやけど、私たちがどうしても入らない、老人の眼は広く広い記憶や。わたしも、あのひとの中に、わたし何処にいるのかと嫌になって、もう目を閉じた。つまらなそう。助けておやりよ。と。大人の居ない間密かに洒落という鎖かたびら「洒落乙(おつ)」を準備し 素晴らしい教科書を［発注］するんや。「我(一)テレビを囲う」このドラマは風情も完璧で。有名デザイナーさんでもいるのかしら。等々誉めそやし賑わいを楽しむ。ピーナッツ「軍国の以てのろさが問題だ。」いちご「あれはやれそういう学問なんだ。だからトロくて然りだ。悲しそうな鏡面を破壊し抜擢され、もくろみ、悲しそうな鏡面を脱構するためだ。果ては木こりと木の愛壇で完璧なんだ。出てけ。ピーナッツ「日頃の男女関係の様子みたいだ。暗くなるか。」キャラメル「そう、それで、」いちご「愛壇っていう闇の死だ。」ピーナッツ「ザンコクに宛てられた一簡のレターのことか。残る深緑ぷらちなの手筈。残酷であるあなたの白さが私をたおやかに咲かす、醜さ…！ってな」いちご「美の全体であり、私は一輪になる。意志の無い花弁「空」」  互いに怖ろしい。怖ろしい、と顔を宮って。政ると云うに、あの様子…。女の脚が長いってことだ。おれは怒ってないんだ。それだってアイデンティティが欲しい。…きっとぜったいまんざらとまんざらでないとこがあるんだ。「今宵の月は、良いですね。」などあなたが口にしない月ノ音頭は道徳的には悪くない、メモリアル提出をしたのがベッピンだったんだ。これが美か、なんてね、割るよ。台所「今から餅をつくから三ヶ月待っておくんねーげやす!?」「日はいつ？」「朝露の〜朝になんね！」「登呂とろ、登呂とろ行こう。少しずつ集めてけ。みんな寝てしまった。」「俺は悩んで起きてる。ちょっと夜更かし。ひひ。」「火曜日。火曜日のことを思い出さなきゃ。…」瓦礫に子だけ、竹である。「ほ、ほならこんでええか。。」「自分か自分じゃないかの確認が出てきたらどないしよう。わて心配」「自分か、自分じゃないか…」「私は我が思うのみで私とは決まってるんじゃないか、、」「邪魔するやつもおんねん。」「何でなん。」「あんたの事なんか知らん。」「流れ星のように消えてしまわりはるん。」「いきなりでかいことを言ったってあかんねん。」トシエ「ヤ、ずっとその言葉国語やって思ってたんや。」「良い言葉を話す。それだけの為や。憎い、彼の気持ちの根本を無理無駄なく訪ねるのに掛かる時間は三千本や。」「それは何でや？」「エクリチュールや。せやけど楽しまなあかん。お願いや。お願いします。と言って、望みを忘れて停滞しとるわ。」カチカチカチ…百京…！ 頭を、頭を使いなさい〜
1397,恋のソロバン,アオイ「わたしがあなたの前でするひとつのケイサンは、理性で出来ていて、そんな汚いもんが何でやねん理性やと答えるんは？　君はそう言うと思うねんけど…。」タタオ「うん…。何？　言ってみて。」アオイ「それは、それを計算したわたしの心がソロバンを描いている部分があるからや。懐かしいやろ。ハハ。理性のことを考えていると、わたし思いついてんけどな、想像で、若しソロバンは誰かの恋が作った物とするやろ…なんで、そないなことになるかって言ったら、まぁ想像やなァ。心ってなんやろなぁ思いながら。ソロバンの素材が、それやとする。だって恋はな理に直結してんねん。そう、それでわたし思おたわ。恋は出来るか出来へんかわからんものや。それは常に抜け駆けであり狂歌であり妄走している。ソロバンは、恋をしてしまったふたりが元々捕まらないように細密に設計されて作られてるねん、これでおこなわれた計算は、流れる川のように速く、水面、太陽の光を撒き散らして行く。撒き散らして、後はさらばや。！空はいつの間にか紫金に輝いた夕焼け、そして青糸の夜。逆にな、捕まるように詮索したとするやろ、でもな、彼が計算した源光は、この玉が決闘した心にあるから、導かれた答えはずっと奪われへん。永久的に。それでかてでも、一つ余りがあるんよ。片一方がソロバンで、もう片一方が電卓であったら、二人は出会われへん。」タタオ「恋にもならない。ということ？　せやけど美しい音が鳴るんやろなぁ。」アオイ「出会いも出来へんねんで。悲しくない？　美しい音？なにそれ、あなたは真面目に何か考えてる。あなたは私が目を閉じて踊っても大丈夫な、心臓の音を聴いている。あの子に惚れんかったんはやっぱりあの子が電卓派やったからやで。」タタオ「そう。…一個玉を弾くのと弾かないのでは一も違うからなぁ。」
1398,SPIRAL,深呼吸をして周りとの距離感を養う寄る事無く　急かされる事無く誰に云わされる事無く誰の真似をする事無く発せられた言葉を我が物と胸を張れる様気付きには遠く　悟りには程遠く葛藤に取り巻かれながらも風を感じて生きる頬に風を感じる度に　季節は通りすぎたまた夏が来るよ同じ様で　二度と無い夏が。　　
1399,僕の為,「僕の為だ」この言葉は僕しか呪わない見返りなんか必要ない期待も希望もしていない人の為は偽り読んで字の如くだから「僕の為」は偽りじゃない
1400,君の為,「君の為だ」そんな言葉で呪わないでくれ見返りを求める呪い期待と希望を背負わせる人の為は偽り読んで字の如くだから「君の為」は偽りだ
1401,宴,笑えや 歌えや 踊りましょう みんなで 楽しく 騒ぎましょう 今日のことは 今日のこと 悲しいことも 嬉しいことも 大事に胸にしまいましょう 明日は 新たなスタートです ほら ほら 勇気が湧いてくる あら あら 元気にはしゃいでる 悲しみも 喜びも みんな一緒に 分かち合いましょう 悲しみは少量 喜びは増量 さぁ さぁ まだまだ続きます 世界に悲しみが消えるまで みんなで 楽しく 騒ぎましょう 笑って 歌って 踊りましょう 
1402,日記帳,水たまりを裸足で散らしてボールを花に叩きつけた　　好奇心がだめだったのかなぁ。　　　バツだらけの日記帳にポッカリ空いた誕生日の空白。     意味が分かった僕は来年から何をすればいい？朽ちた紫のヒヤシンスが花弁を散らして泣いていた。
1403,期待,仮定した未来　仮定した夢　仮定した悲しみ　仮定した喜び僕の絶望の元凶　現実逃避自分が特別だと思ってるからなんだ　その喜怒哀楽明日は暗い　そんな時に限って期待通りじゃあ叶えてくれよいつか君に出会う　まだ出会ったことのない君に出会う
1404,毒のうた,孤毒、孕む、ハイドレンジア。花園の中に潜んでいます、あなたを殺してしまう刃が、向かい、飛び、そして、破裂する。凄惨な夢であったと目を閉じたなら、多分、もう起き上がることはできない。一度きりだと、そんな説明受けてないけど。疲弊した身体が嘆いていた、こんなはずじゃなかったと。獣の咆哮は確かに唇を震わせて、あなたが人狼だったのねと処刑台を用意してしまう限界なぼくら、毒でも飲ませてしまえば、すべてが丸く収まったのに。何度も想像で刺して刺して刺して刺して、その残骸は実在を持たないで、はたして時間の無駄になるのかな。死んでしまった脳内をどうにかする術は持たないので、結局は、三日坊主なんて言葉で終わってしまう。ちょっとだけ、憐れみを覚えるのです。
1405,蛍祭り,　　車を止め　谷川沿いを星明りを頼りに歩く木立の間から　一つふわり水面の上を　二つふわりおぼつかない足元に君の手が僕の腕を求める木立が途切れその向こうに数百　数千の光が舞うきれい　ため息のように君の声言葉も無く二人はただそれを見る君はちょっと肩をすぼめる少し冷えてきたね僕は闇に紛れて君を抱きよせそっと口付けを交わす蛍の舞う木の下で蛍はその上の無数の星にとけてゆく
1406,月刊荒波　夜鉄記,鳳凰が飛び立って　あれから千年人は元気であるし、水とも羽とも魚や森と、千年経っても仲良しだったので、天体胸を翳し、博士に月の欠片をもらった。不良とは仲良くなれなかったけど、運命かな。日誌　A子　5月24日心のおきて　私は偉くないんです。がんばったね、と言ってくれたらしっくり来ます。今日仕事で私の疑いが全てを遅らせてしまいました。それが上司を怒らせた事を深く反省します。あと、性別をいらないと放りなげて、それは単に横着だったんですが、人間関係をさぼろうとして、日本を出て、力不足だった為、漕いだ船は火星に行きました。最悪の状態を身を持って体験し十年間火星で反省をしました後、600の皿に昇格しました。先輩、前は反省を越えた善人であるので失敗をした私は600でしたが、失敗を先回りして人を応援するという、それは活動的でめざましい配属でした。レベルが低くても備わった高さがある。その高さを追求。今月の飛行・あらゆる距離もマインドを良くすることでこの日は何らか埋めて行ける。マインド。私の恐怖によって、フランス人の紹介で宇宙船に皆で乗りマインドを高めるエッセンスを牡牛座で購入の予定を立てる。詩だより私達の背負う十字架は、その前に、自分が十字架を唱えるなんて考えたこともなかった事が、考えたこともなかった事が、多少痛く、最初に知らない事だと悲しみに明け暮れています。真っ直ぐ高くと白く輝くその間に挟まれた心は真空を伝って涙に変わってとても雨になり、私は千年間命を受け入れ、勝訴に掛け、合間に人助けをして、あの観音鏡を辿りました。人間を学んで、人を知ったのかもしれません。人は、鬼と仏と同時にあって、持っていて、それは村上隆の絵のくらいにカラフルだと知ります。その繊細さに震えていますが、その事に余裕になった。たわいない角への質問を思いつきました。私の前を歩む人が、私の前に在ってくれたら、私は前をむけるのか、再び私は前を向くか。私がその人の後ろに行けば、その人は前に来てくれるのでしょうか。
1407,僕の心はマシンガン,僕の心はマシンガン数撃ちゃ当たれを繰り返し当てた誰かにゃ顰蹙(ひんしゅく)買ってそれでも今日も撃ちまくる誰かがいつか 僕の撃つ手を止めてくれると 祈りながら僕の心は不発弾少しの傷を つけようものならたちまちその場で大爆発して人々みなもろ大迷惑誰かがいつか 優しい腕で解体すると 信じながらみんな心に火種を持つんだ泣き虫弱虫おこりんぼ僕らの心はどんぱちどんいつか 誰か 優しい人が戦は去った、もういいのだと包んでくれると夢を見ながら僕の心はマシンガンもういい加減に大人になって撃つのをやめて、いい頃だけどそれでも自分が昔持ってたわがまま忘れちゃダメダメだだからこうして僕は撃つ覚悟をしろよ、ババンのバン
1408,……光のようにでしょうか。,今…キミを想うのは…決して間違えてはいないぜ。でも、ムダに俺らは「大人」だから…いらんことを考えてしまうんだ。…「立場」「年齢」「世間体」や仕事…キミの頭の中を勝手に予想してキミの心の中を勝手に考えて…「思いやり」なのでしょうか。…それとも「遠慮」なのでしょうか。…半分くらいは、理解し、自覚してるつもりだが半分くらいは、俺が誤りかもしれないと…不安もある。あぁ、、それでも俺は、僕は、キミに心奪われている。……僕は。そんな想いを…キミに伝えたい。…朝起きて、メシ食って、仕事して、疲れて寝る。そんな日常を、普通に、ちょっとだけ一生懸命しながら。好きな曲に、キミや僕を重ねてみたり…毎日をひたむきに生きながら。余計なことを考えず。ただ、まっすぐに自分の「本当の想い」を出して…キミのことがすきだと…言いたいのだ。…結果は良いものがほしいけどそれよりもまっすぐに、まっすぐに、まっすぐに光が射すような…変えようのないまっすぐな…そんな想いを言葉にしてみよう。必ず、直接。「俺から」…
1409,遠いあの島,あの島をきみは知ってるか僕らがうまれるずっと前海や山脈大空は人の心の母だった遠くできこえた波の音あの島がきみを呼んでいる我が子の帰りを待つ母と同じ気持ちで待っているあの島をきみは忘れたか僕らがうまれるもっと前魚や草花鳥たちは人の心の友だった遠くにみえた木々の揺れあの島がきみを呼んでいる遊び相手を待つ友と同じ気持ちで待っているあの島にきみは行きたいか僕らがうまれるうんと前愛や優しさぬくもりは人の心の夢だった遠くとんできた白い羽あの島がきみを呼んでいるあたたかい夢をみた後と同じ気持ちを呼び起こす
1410,吐き出す,今日も私は吐き出すネガティブな発言をSNSに吐き出していく非公開のアカウントだから誰も見ていないだから辛い事をいっぱい吐き出すんだ周りからしてみれば私は意気地なしの屑野郎吐き出すことでしか正気を保てない病んだ人間そう思われてるんだろうなでもそれでいいのそれが今の私の生きる糧だから何もない私が唯一生きてると実感出来る場所だからだから私は今日も誰もいない場所で吐き出すんだ
1411,蝶に成ったら,もし蝶に成ったら既に開ききってしまったあとは散るのを待つだけの薔薇の上にそっと横になって共に夢を見たいものだ甘く優しい世界の夢をそうしたらきっと優しい光が降り注いできて幸せなまま僕たちを天へと連れていってくれるだろう
1412,ツーディ,私は幸せです。2Dという概念を現実に立存するとしたらの架空で遊んでいます。遊ぶということが健康であればそれは学びでした。これが人生の宣誓であったり、情報というものであります。一応あれば良き、なくても良いそんな詩（おうた）を探しています。如何　お元気でしょうか。如何、といつも伺っております。
1413,ナイル河小唄,クッチャケッチャ ワチュワチャアッチコッチ  ソチドチ水を飲んでいるワニは好きか？ピッチピッチ チャプチャパイッキイッキ オチコチ歴史を丸めて 歯の掃除
1414,情けな軍歌,一兆粒の中から、厳選したピーナツ国家予算ほどで買えるそれをかかと落としで潰した不慮の事故で遭難し、どこか遠くへ行きたい不慮の、ってとこがミソなんだわざとやる気力が無いねえ明日は今日みたいに決して僕のこと責めたりはしないよね柳の木の下でキャンディ食べながら笑っててくれるよねぇ？メンタルケアの甲斐なく溶けてゆく僕の顔モヤシのような細い腕で閉じ込めようとするけど
1415,昼寝,ふいに、眼球と瞼の間に紅が挟まっているのを感じて、仰向けの体を起こす。窓の外では、今にも沈みそうな太陽が学校の校舎に半分だけ身を隠しこちらを見ている。部屋に、赤黒い絵の具と母さんが作るカレーの匂いが、ぶちまけられている。そこで待っている。世界の終わりとありふれた日々。僕は泣きだしそうになって、でも笑ってしまいそうで、どうにかなってしまいそうで、急いで部屋を出る。後で掃除をしておかなくちゃ。
1416,大丈夫,キミが不安に感じていることに「大丈夫」と言ってやるのは俺がキミにしてやれることさ。大丈夫だと答えると、決まって「なんで」って、根拠を欲しがる。硬く結ばれている紐を解くように…大丈夫の理由を説明する。するとキミは少しだけ安心するんだ。もちろん俺もキミも大人だから根拠があっても正当性があってもうまくいかない場合もあるのは知っている。だからキミはまた「もしかしたら」を不安に思う。…いや、誰だって大丈夫だと言われてもその物事にはっきりと結果がでるまでは多かれ少なかれ不安だよ。…キミは、俺に不安を教えてくれた。だから俺は、大丈夫だと言いたかったし俺は、大丈夫でした。って言わせたい。キミが抱く心配が…その結果が…もし「大丈夫」ではない、「大丈夫」とは言えないものだとしても俺は俺は絶対に絶対にキミの味方でいる。必ずだ。それについて「大丈夫」と言うのは正しいのかもわからないけど。キミの味方をするのは本気で…俺決めてるんだ。大丈夫だ。きっと。
1417,デッドライン,意味がわからないな土足で人の家に上り込むその度胸がそれも当然か見ている世界が違うのだから残念だよ君は一線を超えちゃったんだ
1418,四つ葉のクローバー,クローバーを見るとつい探したくなる四つ葉のクローバーわずかな希望の幸せを求めて探してしまうでも見つからない一緒に探していた子は直ぐに見つけたあたしは どんなに探しても見つからないどうして どうしてなの？どうしてあたしには見つけられないの？あの子はいくつも見つけてるのに…やっぱりあたしは幸せにはなれないんだ…あの子は幸せだから見つかるんだ落ち込んでいるあたしを見てあの子が『あげる』って一つ差し出したあたしは複雑な気分で受けとっただって 四つ葉のクローバーは自分で見つけなきゃ意味ないのにこれがあたしの運命幸せにはなれない運命もう 探す気力もないもういいやもう… 諦めた…
1419,月の涙,月の涙は流れ星夜空を見上げた瞬間に煌めく光を見たならば僕は静かに目を閉じて遠く願いを飛ばすだろう月の涙は流れ星遥か昔のご先祖の儚い祈りを見たならば僕は静かに目を閉じて遠い故郷を思うだろう月の涙は流れ星我が子の無事をその胸に青いゆりかごの上の方母は静かに目を閉じて瞼に愛が滲むだろう
1420,ひとり無力,信じていたものが信じられなくなって好きだったものが嫌いになって楽しかったのものがつまらなくなる。なぜか、涙が溢れでるんだ。私をここから引っ張りだして。助けてよ。誰にも届かない声で、そう言うの。もう、このままずっと起きなくても、いいかな。夜よ、私を明日に連れてかないで。どうか、私を隠しておいて。  もう疲れたよ。何もしたくない。
1421,未来,大人になって少し景色が広がった気がしたでも背伸びをしてただけ昔からなんにも変わっちゃいない風に飛ばされた帽子を君が拾ってくれた早くこっちへおいでなんて簡単に言うけど私はそんな風にはなれないせめて君の手を離していなかったらもうちょっと透き通った水でいられたのかな
